decoder.module.generator.resblocks.3.convs1.2.weight_g	(128, 1, 1)	torch.float32
decoder.module.generator.resblocks.3.convs1.2.weight_v	(128, 128, 3)	torch.float32
decoder.module.generator.resblocks.3.convs2.0.bias	(128,)	torch.float32
decoder.module.generator.resblocks.3.convs2.0.weight_g	(128, 1, 1)	torch.float32
decoder.module.generator.resblocks.3.convs2.0.weight_v	(128, 128, 3)	torch.float32
decoder.module.generator.resblocks.3.convs2.1.bias	(128,)	torch.float32
decoder.module.generator.resblocks.3.convs2.1.weight_g	(128, 1, 1)	torch.float32
decoder.module.generator.resblocks.3.convs2.1.weight_v	(128, 128, 3)	torch.float32
decoder.module.generator.resblocks.3.convs2.2.bias	(128,)	torch.float32
decoder.module.generator.resblocks.3.convs2.2.weight_g	(128, 1, 1)	torch.float32
decoder.module.generator.resblocks.3.convs2.2.weight_v	(128, 128, 3)	torch.float32
decoder.module.generator.resblocks.4.adain1.0.fc.bias	(256,)	torch.float32
decoder.module.generator.resblocks.4.adain1.0.fc.weight	(256, 128)	torch.float32
decoder.module.generator.resblocks.4.adain1.1.fc.bias	(256,)	torch.float32
decoder.module.generator.resblocks.4.adain1.1.fc.weight	(256, 128)	torch.float32
decoder.module.generator.resblocks.4.adain1.2.fc.bias	(256,)	torch.float32
decoder.module.generator.resblocks.4.adain1.2.fc.weight	(256, 128)	torch.float32
decoder.module.generator.resblocks.4.adain2.0.fc.bias	(256,)	torch.float32
decoder.module.generator.resblocks.4.adain2.0.fc.weight	(256, 128)	torch.float32
decoder.module.generator.resblocks.4.adain2.1.fc.bias	(256,)	torch.float32
decoder.module.generator.resblocks.4.adain2.1.fc.weight	(256, 128)	torch.float32
decoder.module.generator.resblocks.4.adain2.2.fc.bias	(256,)	torch.float32
decoder.module.generator.resblocks.4.adain2.2.fc.weight	(256, 128)	torch.float32
decoder.module.generator.resblocks.4.alpha1.0	(1, 128, 1)	torch.float32
decoder.module.generator.resblocks.4.alpha1.1	(1, 128, 1)	torch.float32
decoder.module.generator.resblocks.4.alpha1.2	(1, 128, 1)	torch.float32
decoder.module.generator.resblocks.4.alpha2.0	(1, 128, 1)	torch.float32
decoder.module.generator.resblocks.4.alpha2.1	(1, 128, 1)	torch.float32
decoder.module.generator.resblocks.4.alpha2.2	(1, 128, 1)	torch.float32
decoder.module.generator.resblocks.4.convs1.0.bias	(128,)	torch.float32
decoder.module.generator.resblocks.4.convs1.0.weight_g	(128, 1, 1)	torch.float32
decoder.module.generator.resblocks.4.convs1.0.weight_v	(128, 128, 7)	torch.float32
decoder.module.generator.resblocks.4.convs1.1.bias	(128,)	torch.float32
decoder.module.generator.resblocks.4.convs1.1.weight_g	(128, 1, 1)	torch.float32
decoder.module.generator.resblocks.4.convs1.1.weight_v	(128, 128, 7)	torch.float32
decoder.module.generator.resblocks.4.convs1.2.bias	(128,)	torch.float32
decoder.module.generator.resblocks.4.convs1.2.weight_g	(128, 1, 1)	torch.float32
decoder.module.generator.resblocks.4.convs1.2.weight_v	(128, 128, 7)	torch.float32
decoder.module.generator.resblocks.4.convs2.0.bias	(128,)	torch.float32
decoder.module.generator.resblocks.4.convs2.0.weight_g	(128, 1, 1)	torch.float32
decoder.module.generator.resblocks.4.convs2.0.weight_v	(128, 128, 7)	torch.float32
decoder.module.generator.resblocks.4.convs2.1.bias	(128,)	torch.float32
decoder.module.generator.resblocks.4.convs2.1.weight_g	(128, 1, 1)	torch.float32
decoder.module.generator.resblocks.4.convs2.1.weight_v	(128, 128, 7)	torch.float32
decoder.module.generator.resblocks.4.convs2.2.bias	(128,)	torch.float32
decoder.module.generator.resblocks.4.convs2.2.weight_g	(128, 1, 1)	torch.float32
decoder.module.generator.resblocks.4.convs2.2.weight_v	(128, 128, 7)	torch.float32
decoder.module.generator.resblocks.5.adain1.0.fc.bias	(256,)	torch.float32
